Scenario,BDG,CoreInflation,ChangeDebt/GDP,SRi,Money0/GDP,R.GDPg,Curve,Equityg,R.FXxTWI
2,-1.051431441,0.33218168,5.408714837,0.169415292,10.67152471,-0.73378917,-1.664012551,-0.185212845,19.99845409
2,-1.379984932,-0.163998202,6.252399338,0.011926469,12.15078516,-0.125992417,-0.916571877,-0.106324473,7.201552784
2,-1.099070819,-0.393064802,5.162493105,0.01354728,14.75565591,1.524352701,-1.576465974,0.375897436,-7.843794016
2,-1.131416374,-0.852377742,3.207722008,-0.184191688,16.24019471,1.719563174,-1.374426358,-0.324636601,3.333505102
2,-1.442566549,-0.852377742,3.842250414,-0.184191688,21.07913142,0.670015231,-1.459148853,-0.240066225,12.56656017
2,-1.092039176,-0.409581192,2.527302813,-0.182300742,21.06329634,2.004212709,-0.769248872,0.13362382,-1.501253908
2,-0.514917127,-0.601387601,-1.382239382,-0.140429785,17.32357814,1.37541722,-1.429142969,0.159513133,-3.304819815
2,0.183852336,-0.455886071,-2.695421953,0.099585342,17.67986745,1.362584659,-1.45679545,0.408287293,0.877048336
2,0.517503767,-0.197030982,-5.516822945,0.340005673,19.15121036,0.523412943,-1.426671896,-0.005100039,-4.033460442
2,-0.020592667,0.738012977,-4.238940982,0.301511406,22.49373195,-1.136264947,-1.196391449,-0.128154574,-8.346387715
2,-1.533626318,-0.281775793,5.26751241,0.02313708,26.22157383,-9.009235555,-1.252402432,-0.246494799,-2.241918307
2,-1.182747363,-1.417670852,9.139988969,0.025298162,29.94677653,3.910042451,-1.222631889,0.099639856,10.73894672
2,-0.971446509,-0.819934833,6.965471594,0.027189108,29.94677653,-0.339090703,-0.963169249,0.005458515,10.55378062
2,-0.760497238,-1.011741243,4.79095422,0.027189108,29.94677653,1.103211381,-0.963169249,0,13.85550861
2,-0.061376193,0.901898823,5.429012686,-0.010494753,37.78250224,1.502965099,-0.818434987,0.149294245,-3.101618056
2,0.202310397,1.008173928,3.463651407,-0.129084107,58.67953023,0.764898409,-0.645459894,0.092111479,-14.35586932
2,0.169437469,0.515533272,3.437175951,-0.366938153,71.36738853,0.958942286,-0.414355756,0,-8.53395857
2,0.328001005,-0.015154069,3.437175951,-0.365587477,78.45622627,0.958942286,-0.241262993,0.253460208,-2.494417534
2,0.521546961,-0.134406337,3.437175951,-0.125302214,78.45622627,1.043714962,-0.240086291,0,-1.093648013
3,1.447077652,1.490716927,6.601723648,2.456343526,8.727356937,3.211556268,-1.058309604,0.1,3.478711162
3,1.575601789,1.481674972,6.505520017,3.247234873,8.727356937,4.28992938,-0.559992234,0.297257636,5.667433832
3,1.393903188,2.069884263,7.3920632,4.328562134,8.755146151,4.836924225,0.004659591,0.216204751,7.743383199
3,0.384509142,2.545209773,9.998246288,3.604424203,12.23960478,0.366989594,-0.01216671,-0.55069178,3.481012658
3,-0.435820143,1.516195145,14.48040018,0.382303188,12.7938452,-4.099628243,-3.31044525,0.238129124,10.85730725
3,-0.453544964,1.239672078,10.96228684,0.615354587,13.61053932,3.326953109,-2.211234792,0.02278071,0.021864212
3,-0.563807164,3.180155923,3.920715515,0.742225114,15.37206669,4.211155489,-1.825200621,-0.275197957,-2.339470656
3,-1.025419827,2.535404276,-5.481853256,0.231620039,15.79971182,0.63039843,-1.774398136,0.214899915,-3.681242808
3,-1.064015434,2.236416975,-8.154844421,0.14066363,12.90808975,0.931950414,-1.881827595,0.098044903,0.52589183
3,-1.091024685,2.015712908,-9.49768677,-0.023292128,12.92661589,0.913708039,-0.959616878,-0.192265018,-6.012658228
3,-1.150491077,1.752652307,-9.030698311,-0.16187378,17.46706464,1.430989925,-0.998770386,-0.055795395,-7.359033372
3,-0.923521287,1.955955634,-9.342692031,-0.327781392,24.3989296,1.497049434,-0.456445768,0.120193973,-6.806674338
3,-0.248673653,2.258720463,-10.39759157,-0.333636955,27.47118156,3.141488965,-0.808827336,0.378540507,-1.966628308
3,-1.062715835,0.409756098,2.699234113,2.693608782,7.819701081,2.476102374,-0.97719283,0.2,0.160526316
3,-0.334431296,0.751219512,-0.218898779,4.280635562,8.573028384,4.735327372,-1.062432186,0.464350673,1.913157895
3,0.010349075,1.492682927,-5.321879528,3.8952404,9.215660938,3.352451434,-0.067162884,0.275568252,2.280263158
3,-0.710198403,1.824390244,-2.014075761,0.99605621,9.875522247,1.129612499,-1.620914891,-0.424982473,4.822368421
3,-1.980462134,1.414634146,4.883046988,0.165667668,12.6454753,-2.100524206,-2.972939543,0.152983811,0.460526316
3,-1.035193454,0.604878049,5.263403022,0.322536555,11.67678856,5.014492754,-2.459767371,0.035690157,-3.881578947
3,-0.3419374,1.52195122,2.193645208,-0.188034796,14.92828531,3.774899784,-1.713792804,-0.113194169,-6.597368421
3,-0.228652971,1.580487805,-3.348685572,-0.11956661,18.71731921,1.113372392,-1.266416388,0.206703553,-5.113157895
3,-0.049930713,1.453658537,-5.527323535,-0.08388741,12.14713357,2.411553089,-1.703723797,0.221203287,-2.555263158
3,0.01150386,1.317073171,-7.402711654,-0.363042271,13.08437783,2.046664611,-0.923549325,-0.069537286,-8.409210526
3,0.006576777,1.307317073,-8.965535086,-0.524993949,18.5437395,1.80367972,-0.926674189,-0.022788767,-5.776315789
3,0.203352176,1.004878049,-6.446905403,-0.854777397,24.02463712,1.831226231,-0.596306584,-0.00236305,-6.163157895
3,0.38499989,1.453658537,-6.490374664,-0.816108319,27.91575139,2.603556378,-1.132741634,0.19918174,-3.131578947
3,0.888438376,2.715373599,10.12785727,7.313193121,2.313940277,2.313940277,-4.851718404,0.2,-0.134341578
3,1.237016278,3.083937624,13.88442093,10.03659782,4.955318991,4.955318991,-3.641906874,0.438839873,1.110006421
3,1.444278815,3.317064854,14.11095278,9.652399659,1.502544026,1.502544026,-4.107538803,0.270005033,2.331369987
3,1.053365929,3.465390648,20.52792364,7.387231309,-1.567058562,-1.567058562,-5.970066519,-0.717768763,1.499678927
3,0.149841989,1.883317042,23.42452517,7.58233194,-1.904006224,-1.904006224,-7.47921286,0.334318652,1.678372932
3,-0.950688689,2.031642836,31.31234262,10.78098177,-8.608232272,-8.608232272,-6.884700665,-0.241498671,3.009610062
3,-1.636873174,0.659066627,27.11345137,47.76805931,-9.517709388,-9.517709388,23.79296009,-0.62210215,4.49350103
3,-2.346490967,-1.491759678,20.3121279,7.178123453,-6.430039272,-6.430039272,-9.187915743,0.509322771,0.494076748
3,-2.093315843,-2.122400036,7.588768081,8.404756137,-1.764158866,-1.764158866,-7.371119734,0.40984446,4.184340471
3,-1.692147159,-1.368291241,0.774561284,7.607344841,-0.217860054,-0.217860054,-9.462305987,-0.344184146,-2.727729678
3,-1.660843122,0.264622309,-0.194909133,7.91950585,-0.316644849,-0.316644849,-6.053215078,-0.315334026,-1.659019951
3,-1.058851589,-0.542065422,-3.204239786,6.568809175,0.934003507,0.934003507,-8.522727273,0.224671385,-0.653019198
3,-0.783912706,-0.133606874,-3.204239786,6.50677718,1.277755823,1.277755823,-5.720620843,0,2.110028564
3,-0.783912706,-0.133606874,-3.204239786,6.50677718,1.277755823,1.277755823,-5.720620843,0,2.110028564
3,0.803183894,1.047727273,15.95127778,4.557837034,3.405789162,1.856439353,0.24756844,0.1,7.298947595
3,0.93381926,1.391715543,21.52700355,4.67425439,3.230273681,4.340969918,0.463064003,0.167369013,1.881038756
3,0.990098388,1.213929619,26.42673568,5.623803772,4.553542082,4.340969918,0.258955259,0.119336983,0.69950792
3,0.91764872,1.466715543,29.85231304,6.083619809,4.535135964,1.758805267,1.039806424,0.177403316,3.22824252
3,-1.301034099,2.036510264,31.51542026,4.377682802,6.597935885,-0.967241195,-0.280210656,-0.262953664,-17.87121511
3,-2.383824752,2.333577713,27.94649967,0.292018954,12.55100028,-3.110052457,-3.25644067,-0.1783834,-13.34632377
3,-1.899273463,3.018695015,19.37848404,0.412338567,12.6765563,1.115191093,-2.504910566,0.189634376,-11.44472181
3,-1.866579315,2.637903226,1.416600304,0.435101737,11.46701142,1.21154052,-1.942117,-0.032191629,-7.885582414
3,-1.610392769,2.302492669,-4.452327518,0.321936263,19.79840919,1.56996039,-1.283674147,0.13926993,-3.568388348
3,-0.972256657,1.901539589,-17.07141823,0.312180619,21.1111598,1.641901295,-2.164159985,0.045978333,0.178244316
3,-0.512137712,1.318621701,-15.8627742,0.36811298,21.1111598,2.529600685,-1.825402097,0.044506717,9.223986207
3,-0.508112731,1.279178886,-11.7058206,0.390225773,20.64114644,1.943796167,-1.264316554,-0.054656882,5.618781653
3,-0.097070316,1.440322581,-1.956852241,0.213973799,20.62011087,1.46333369,-0.927266689,-0.115633956,-4.11228045
3,0.057785554,2.324706745,1.856403388,0.403233299,25.0862239,1.361845627,-0.678180007,0.132955797,0.04166517
3,0.835436066,1.942618051,7.122747084,4.204393587,6.525091008,3.384056288,-0.812686681,0.1,4.147285174
3,1.102715683,2.699342499,8.832312404,5.268973762,6.433707392,2.629683714,0.287298132,0.138164444,-0.102895531
3,0.733653027,2.274158199,11.24779126,4.102175445,6.440100484,2.130530019,-0.49427935,0.082560784,-8.116274785
3,-0.710740828,2.394301654,13.42560961,0.636237484,6.440100484,-0.720354452,-2.557636815,-0.438035224,-0.099494026
3,-2.497495814,1.610480175,13.70744493,0.05149335,11.92010891,0.092263781,-3.568850301,0.18573893,-6.289666511
3,-1.839739447,0.906555091,0.81900106,0.043039218,13.29575198,2.788988085,-3.141472181,-0.024975752,-11.06254518
3,-1.474245807,2.098824467,-7.775650842,0.066352127,16.92101146,2.417443829,-1.857920316,0.134046257,-10.52737503
3,-1.206437447,2.046822076,-7.256155024,0.056745159,16.52614399,1.797318376,-1.671341062,0.367324561,-9.437192624
3,-0.547821872,1.792588165,-4.835375191,0.056745159,20.131096,1.90916332,-2.473472384,0.286447474,-7.56012869
3,0.037100138,1.66208408,-3.118741901,0.077752396,23.01099612,3.168995387,-2.161798208,0.079665877,3.249854727
3,-0.135600564,2.046622833,-1.648604076,0.316133302,22.10355306,1.754173443,-2.08348099,0.02886836,14.64546395
